company,job_header,job_description
FDM Group,Toronto - Junior DevOps Engineer,"Find out about FDM’s Coronavirus (COVID-19) preparations here.
Note: Please only submit one application, even if you are interested in more than one opportunity. A recruiter will speak to you about all options available after we review your application. Please note this role is part of our graduate program.
Our people are our passion at FDM. That’s why we make your training and career growth a priority. Since 2014, we have launched the tech careers of over 2,000 people in Canada. FDM is currently seeking numerous ambitious and driven candidates with the aptitude for IT to work as FDM consultants. We help people like you make their first step into tech every day. Are you ready to make yours?
About This Role
As a Junior DevOps Engineer with FDM, you will undergo industry specific training and continue your career journey as an FDM consultant by working for one of our globally recognized clients. Some common positions you could be working in include Platform Engineer, Performance Engineer, Infrastructure/Security Engineer and more!
Junior DevOps Engineers focus on creating solutions using software tools and automation to improve operations where you can get involved in a myriad of projects. DevOps roles can involve enhancing and streamlining operational processes though automation and integration. You could also be modifying existing software platforms to correct errors, adapt to new infrastructure, or to improve performance and security. You would also analyze user needs and software requirements to determine feasibility of design, development and delivery within time and cost constraints.
This position is ideal for final year students hoping to secure an entry-level job upon graduation. No previous qualifications or STEM Field experience is required.
Minimum Qualifications
Degree or Diploma (preferably in Computer Science, Engineering, Mathematics, or similar).
A natural aptitude for technology and a strong desire to expand your technical skill set.
Exposure or familiarity with one or more programming languages (Python, JavaScript, Java, C, C++, C#).
Exposure to one or more operating systems (Microsoft, Linux).
Understanding of Excel and SQL.
Able to commit to work for FDM for a minimum of two years working as an FDM consultant following the training period.
Eligible to work in Canada.
Benefits
A chance to work for some of the most prestigious companies in the world.
Opportunity to earn professional certifications related to your career path.
Two-year contract in industry.
Continuous career support and upskilling from FDM.
Comprehensive and competitive benefits package.
Access to a network of mentors and like-minded individuals.
Industry recognized paid training.
About the FDM Graduate Program
FDM’s Graduate Program is a great way for students to enter the job market upon graduation. At FDM, we train the brightest talent to become the innovators of tomorrow. Technology makes the world a better place and we believe passion, drive and curiosity are what you need to have a successful career in tech. This is why we do not require any previous experience to join FDM’s Graduate Program.
FDM’s two-year graduate program begins with training in one of our career streams in business and technology that are in high demand in the job market. We will provide you with the industry-specific technical and professional skills you need in your chosen stream, after which you will start working as an FDM Consultant with our globally recognized clients.
Upon completion of the program, many graduates see their journey with FDM culminating in an accelerated career progression, better placing them to apply for senior roles within the industry.
Diversity and Inclusion
Diversity and inclusion are at the heart of what we value as an organization. FDM is a globally recognized organization with centers across seventeen countries globally. We are proud to celebrate our employee backgrounds consisting over 85 nationalities.
FDM Group is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, colour, religion, sex, sexual orientation, national origin, age, disability, veteran status or any other status protected by federal, provincial or local laws.

#INDFDM"
Tiger Analytics Inc.,computer software engineer,"Information Technology
Computer Science
Electrical, Electronics and Communications Engineering
Computer Applications
Data manipulation and analysis
Area of Specialization
System integration
Work Setting
Consulting firm
Specific Skills
Collect and document user's requirements and develop logical and physical specifications
Research, evaluate and synthesize technical information to design, develop and test computer-based systems
Develop data, process and network models to optimize architecture and to evaluate the performance and reliability of designs
Plan, design and co-ordinate the development, installation, integration and operation of computer-based systems
Assess, troubleshoot, document, upgrade and develop maintenance procedures for operating systems, communications environments and applications software
Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and other embedded software control systems
Programming Languages
SQL
Python
React.js
Scala
Angular.js
Hadoop
R
Security and Safety
Criminal record check
Transportation/Travel Information
Valid driver's licence
Work Conditions and Physical Capabilities
Attention to detail
Tight deadlines
Computer and Technology Knowledge
Programming languages
Software development
SQL
Data analysis software
Mapping and data visualization software
MS Office
Business intelligence
Cloud
Personal Suitability
Effective interpersonal skills
Team player
Excellent oral communication
Excellent written communication
Client focus
Teleworking Information
Remote work available
Benefits
Medical Benefits
Disability Benefits
Dental Benefits
Group Insurance Benefits
Life Insurance Benefits
Pension Plan Benefits
RRSP Benefits
Vision Care Benefits"
Isaac Operations,Full Stack Developer,"Who we are:
This is an exciting time to join the Isaac Team. We’ve been around for over 15 years and have built a reputation for solving the most challenging front-line operational and financial problems that some of today’s most important industries face. Loving your Monday to Friday is important to us. We’ve been recognized as one of the top 10 Best Places to Work in Canada for the last 4 consecutive years, which we know has something to do with our culture of rewarding great work with great experiences, fostering rapid career growth, and sharing the success of the business with the whole team. As we continue to grow, we are looking to expand our technology capabilities and offerings for our clients.

We are looking for a Full Stack Developer to join our team to support our consulting projects with all aspects of developing BI dashboards and custom tools:

Requirements gathering

Solution definition

Design and prototyping

Development

Testing

Deployment

Optimizing and enhancing

Maintenance

What you will do:
Design and develop a wide range of high-quality BI dashboards and custom tools/applications to compliment Isaac’s consulting projects

Work with various internal consulting teams to translate project requirements into data analytics routines, visualization dashboards, or input tools

Develop scripts and workflows to assist with data extraction, queries, and data manipulation in accordance with business processes

Deliver on-time, high quality work that meets the requirements of the engagement and Isaac’s quality standards

Code, test, debug, and document software solutions using appropriate processes, tools, frameworks, libraries, patterns, best practices, and standards

Diagnose and troubleshoot problems with existing solutions and resolve these issues in a timely and accurate manner

Work on a wide variety of projects from large-to-small clients in a variety of industries

Work in a team with Operations Consultants and Project Managers to develop the best solutions for client and internal projects

Review your own code for quality and participate in user testing and feedback sessions

Scrum with co-workers on problems and help brainstorm best solutions for business requirements

What you bring to the role:
Minimum 5 years of experience in this type of role

Bachelor’s degree in Computer Science, Engineering, Information Systems or other related analytics field or equivalent experience

Proven experience building BI dashboards and reports using tools such as Power BI, Tableau

Advanced knowledge of ETL (Extract, transform, load) processes working with varied structured and unstructured data sources (SQL, ERP/MES systems, Excel/flat files, text, email)

Comprehensive data warehouse design and data modelling experience

Highly proficient in advanced SQL queries and experience with at least one programming language such as JSON, JavaScript, Python, C

Strong data management skills with the ability to independently review the data quality and perform data cleansing

Have participated in all aspects of development lifecycle from scoping & requirements gathering, design, testing and integration, maintenance

Committed to getting the job done in a fast paced, dynamic environment

Ability to explain data and analytics concepts to non-technical team members

Why work for us?

Competitive pay.

You can enjoy 25 days paid vacation.

Flexible working environment.

You’ll do meaningful work that makes a strong impact for our internal team and our clients.

You’ll work with amazing people who genuinely love to spend time together.

You’ll get to partake in really fun company sponsored activities & trips.

You’ll have a good work-life balance – no working on weekends.

We offer a comprehensive benefits package 100% covered by Isaac.

We’ve been recognized as one of the top 10 Great Places to Work in Canada for the past 4 consecutive years."
York University,Visual Analytics Developer,"Purpose:
Reporting to the Executive Director IS&T, Schulich School of Business (SSB), the incumbent performs tasks to support data analyses and data visualization functions (including data quality tasks) for various departments within SSB. The incumbent operates in a proactive manner and works with IS&T team members to identify client data needs and translates those needs into visually representative 'stories' of the data/information, using various tools and applications such as on-line tools, dashboards, web tools, presentations (oral and slide-decks) and reports. The incumbent extracts data from a variety of sources, including spreadsheets, relational and non-relational databases, and the University Data Warehouse. and transforms the data into such formats as can be used by in-house data visualization toolsets. Outputs include both hard copy materials as well as a collection of interactive and iterative online and web-based, real-time dashboards that are used by SSB staff members and leadership (including the Dean of the Business School), to make informed, time-sensitive, management decisions

Education:
University Degree in Computer Science, or Mathematics (with emphasis on data management and with both theoretical and practical applications of statistics and research methodologies) or an equivalent of 4 years recent experience (defined as within the last five years) working at York University and performing the same or similar tasks. This education equivalency is in addition to the experiential requirements outlined below.

Experience:
Two (2) years' demonstrated directly related experience utilizing Microsoft PowerBI and Salesforce Tableau (creating custom dashboards and reports), as well as working with other data extraction and data visualization tools. directly related experience working with data processing and data integrity standards. experience performing business analysis, application development, and producing documentation, within a fast-paced and progressive IT-focused, Office/365, environment.

Skills:

Advanced knowledge of PC Operating Systems.
Advanced knowledge of several computing languages.
Advanced knowledge of internet and web based tools and statistical analysis, plus analytical tools/applications.
Demonstrated design experience with visual data analytics tools/applications.
Excellent communications, oral and written. Ability to identify, analyze, gather and document client data needs and end user needs.
Ability to use logic and clearly explain items and technical terms in an understandable and concise manner.
Effective skills in translating raw information and data (including big data) into visual representations using various visual tool sets and applications, including through the development of reports, charts, dashboards, online and web materials, among others.
Effective skills in performing data analyses.
Effective skills in evaluating, assessing and preparing data files.
Effective skills in data extraction from various sources as well as experience working with and building relational databases, including experience around protocols around data extraction from central repositories including University data warehouses.
Demonstrated skill in producing outputs (as noted above), that range from hard copy materials (that can include charts, graphs, presentations, spreadsheets, among others) to interactive and iterative, online, web based, real time dashboards, and report builders.
Expertise in working with an Oracle based/relational database and Oracle Data Warehouse environment especially including MySQL, MS SQL Server.
Ability to work both independently and within a high performing team.
Ability to deal with people tactfully and effectively.
Effective skills in assimilating significant amounts of information.
Effective skills in training and presenting technical information orally to small groups.
Ability to quickly learn new software.
Commitment to high quality work and the ability to thrive in a fast paced environment.
Strong statistical, analytical and organizational skills.

Additional Notes:

Demonstrated excellent attendance and punctuality essential, as is promptness with deadlines (hard and soft).Please note: This position requires the candidate to produce a verification of degree(s), credentials(s), or equivalencies from accredited institutions and/or international equivalents at the time of interview. Hours of work: Monday to Friday. 9 a.m. to 5 p.m.Requests to work overtime may occur periodically throughout the year.Peak periods for this position: September, January, MarchVacation restriction: September, January, March

In order to be considered as an internal applicant, York University employees in the YUSA-1 bargaining unit must apply for jobs through the Employee Career Portal - YU Hire.
If you are a current York University employee in the YUSA-1 bargaining unit and/or are using your job posting rights under the collective agreement to apply for jobs, you MUST log into YU Hire to access the York University Employee Career Portal.
As per Article 12.02(f) of the YUSA-1 Collective Agreement, to be considered an internal applicant, employees in the YUSA-1 bargaining unit must submit the application 5 working days following the first day of posting. this is referred to as the 'Posted Date' on the job the posting. This applies to YUSA-1 internal and YUSA-1 Concurrent postings. Please refer to the 'Posting Intent' on the job posting.
If not filled by an employee in the YUSA-1 bargaining unit, employees in the YUSA-2 bargaining unit who have applied within the first 5 days from the 'Posted Date' will be given preference.
The University welcomes applications from all qualified individuals, including, but not limited to women, persons with disabilities, visible minorities (racialized), Indigenous Peoples and persons of any gender identity and sexual orientation. York University is committed to a positive, supportive and inclusive environment.

York University offers accommodation for applicants with disabilities in its recruitment processes. If you are contacted by York University regarding a job opportunity or testing, please advise if you require accommodation.

We are committed to enhancing our environmentally and socially responsible practices for the benefit of all members of the York community. Our long term perspective recognizes our responsibility to be innovators and to continually work as a community to reduce our ecological impact.

York University employees must apply to jobs through the Employee Career Portal - YU Hire. If you are a current York University employee and/or are using your rights under a collective agreement to view and/or apply to jobs, you MUST log into YU Hire to access the York University Employee Career Portal.

PLEASE NOTE: Applications must be received by 11:55 pm EST on the posted deadline date, if applicable."
SJ International Ltd.,computer software engineer,"Computer Programming/Programmer, General
Computer Science
Specific Skills
Collect and document user's requirements and develop logical and physical specifications
Research, evaluate and synthesize technical information to design, develop and test computer-based systems
Develop data, process and network models to optimize architecture and to evaluate the performance and reliability of designs
Plan, design and co-ordinate the development, installation, integration and operation of computer-based systems
Assess, troubleshoot, document, upgrade and develop maintenance procedures for operating systems, communications environments and applications software
Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and other embedded software control systems
Programming Languages
Java
JavaScript
C#
.NET
SASS
Security and Safety
Criminal record check
Work Conditions and Physical Capabilities
Fast-paced environment
Work under pressure
Repetitive tasks
Attention to detail
Sitting
Tight deadlines
Computer and Technology Knowledge
Database software
Programming software
Programming languages
Software development
Data analysis software
Mapping and data visualization software
MS Office
Business diagram software
Personal Suitability
Initiative
Effective interpersonal skills
Accurate
Team player
Excellent oral communication
Excellent written communication
Organized
Workplace information
Remote work available"
CGI Inc,Cloud New Grad Tech Academy (January 2022 Start Date),"Position Description:
Are you a soon-to-be graduate with a passion for tech? As Canada’s largest IT consulting firm, CGI is looking for innovative and tech savvy individuals to join our Cloud New Grad Tech Academy.

CGI is looking for Developers to learn the ins and outs of Cloud in our specialized new grad tech academy which provides our new grads a foundation to grow from. This academy is designed for all levels of experience where participants can benefit from learning the basic concepts of Cloud computing. The Cloud Academy is for new grads who have a basic skill set in technology.

Once you graduate from the academy you will move into a team where you will have the opportunity to hit the ground running and apply your new skills
Your future duties and responsibilities:
Your Day to Day
Our new grad tech academies are designed to provide you with in depth learning to set you up for success once you move into your new role.
As a participant in the academy, you will join CGI with a cohort of new graduates who will be part of your learning journey. You will work on individual and group assignments while getting coaching and guidance from our trainers and a representative from one of our business units.

What to Expect

Fast track your professional development to becoming a Cloud Developer
Access professional development workshops and e-learning
Participate in our new grad innovation challenge with the opportunity to work in cross-functional teams while being coached by Directors and VPs – with a cash prize for the winning team!
Gain exposure to senior leaders through networking events and workshops
Participate in social events with your peers
Salary evaluations based on performance every 6 months in the first 2 years
Required qualifications to be successful in this role:
Co-op/Internship experience in tech
Working experience with functional automation test tools is an asset
Understanding of testing methodologies with focus on Agile
Strong interpersonal skills
Strong written and oral communication skills

Qualifications

A post-secondary student who is graduating this year or a recent grad who has graduated within the past 12 months; eligible programs: Computer Science, Software Engineering or a related field
Team player who adapts well to changing needs
Strong interpersonal skills with an aptitude for innovation
Relevant work experience including co-ops and internships considered an asset
Less than 16 months of relevant work experience, excluding co-op and internships
Available for a January 2022 start date
Skills:
Analytical Thinking
Communication (Oral/Written)
What you can expect from us:
Build your career with us.

It is an extraordinary time to be in business. As digital transformation continues to accelerate, CGI is at the center of this change—supporting our clients’ digital journeys and offering our professionals exciting career opportunities.

At CGI, our success comes from the talent and commitment of our professionals. As one team, we share the challenges and rewards that come from growing our company, which reinforces our culture of ownership. All of our professionals benefit from the value we collectively create.

Be part of building one of the largest independent technology and business services firms in the world.

Learn more about CGI at www.cgi.com.

No unsolicited agency referrals please.

CGI is an equal opportunity employer. In addition, CGI is committed to providing accommodations for people with disabilities in accordance with provincial legislation. Please let us know if you require a reasonable accommodation due to a disability during any aspect of the recruitment process and we will work with you to address your needs."
Loblaw Companies Limited,"Data Science, Co-Op","Referred applicants should not apply directly to this role.
All referred applicants must first be submitted through Workday by a current Loblaw Colleague.
Location:
500 Lakeshore Blvd. West, Toronto, Ontario, M5V 2V9
The decision to join a company is a big one. We have opportunities for hard working, energetic and reliable people just like you.
Why is this role important?
Term Length: Winter, 4 months
Term Start Date: January 10th, 2022
Term End Date: April 22nd, 2022
Loblaw recognizes Canada's diversity as a source of national pride and strength. We have made it a priority to reflect our nation’s evolving diversity in the products we sell, the people we hire, and the culture we create in our organization. Accommodation is available upon request for applicants with disabilities in the recruitment and assessment process and when hired.
COVID Vaccination Status / Return to Office:
COVID-19 is a serious condition and has had a devastating impact on Canadians and others across the globe. As a leading Health and Wellness provider for millions of Canadians, our goal is to help all Canadians ""Live Life Well"".

In support of this goal, we have adopted a COVID-19 Vaccination Policy to protect the health and well-being of our employees as we continue our phased approach of office reopening. Store Support employees will be required either to be fully vaccinated or undergo regular COVID-19 Rapid Antigen Screening, paid for by the company, in order to access the workplace.
Job Description
The Data, Insights & Analytics (DI&A) team covers the data-focused spectrum from data governance and management through data engineering. We also cover the data analytics spectrum from ad-hoc database queries through to machine learning models. As Canada’s largest retailer, we are uniquely positioned to leverage data driven insights to deliver the needs of our customers. Our culture – Smart, Nice and Curious operates at the center of everything we do and is a critical part of who we are. Join us help Canadians live life well through the power of data, insights & analytics.
Why this role is important?
The Data, Insights & Analytics team at Loblaw is hiring an Data Science Co-Op reporting to Senior Data Scientist, Data, Insights & Analytics, the incumbent will use advanced techniques in obtaining and analyzing data to drive insights and develop precision marketing capabilities for Loblaw Brands. This role will have the opportunity to support various unique projects and enterprise-wide transformational data science initiatives.
What You'll Do:
Responsible for the extraction and analysis of complex information from a variety of databases.
Translating business requests and questions into an order of operations.
Extract, review and reshape the data for analysis, reporting using SQL, Python, R.
Analyze data to help determine insights to solve business problems or identify new opportunities
Design and build interactive and static data visualizations to provide insights and enable strategic business decisions
Build statistical, descriptive and predictive models to support experimentation that are easily understood and replicated
What You'll Bring:
University Degree in Data Science, Computer Science, Statistics, Mathematics, Economics, Engineering, Business or other relevant field
Programming skills with SQL, Python, PySpark.
Knowledge of predictive modelling, machine learning modelling.
Experience in utilizing advanced SQL data extraction and manipulation tools, GCP BigQuery is a big plus.
Retail analytics experience with a marketing focus preferred.
Superb analytical and conceptual thinking skills; to not only manipulate but also derive meaningful interpretations from data
Ability to take initiative, multi-task and work in a fast-paced environment
Capability to liaise with all levels across the enterprise on projects and ad-hoc requests
Data Visualization skills (Qlik/Power BI/DataStudio)
The Data, Insights & Analytics (DI&A) team covers the data-focused spectrum from data governance and management through data engineering. We also cover the data analytics spectrum from ad-hoc database queries through to machine learning models. As Canada’s largest retailer, we are uniquely positioned to leverage data driven insights to deliver the needs of our customers. Our culture – Smart, Nice and Curious operates at the center of everything we do and is a critical part of who we are. Join us help Canadians live life well through the power of data, insights & analytics.
Why this role is important?
The Data, Insights & Analytics team at Loblaw is hiring an Data Science Co-Op reporting to Senior Data Scientist, Data, Insights & Analytics, the incumbent will use advanced techniques in obtaining and analyzing data to drive insights and develop precision marketing capabilities for Loblaw Brands. This role will have the opportunity to support various unique projects and enterprise-wide transformational data science initiatives.
What You'll Do:
Responsible for the extraction and analysis of complex information from a variety of databases.
Translating business requests and questions into an order of operations.
Extract, review and reshape the data for analysis, reporting using SQL, Python
Analyze data to help determine insights to solve business problems or identify new opportunities
Design and build interactive and static data visualizations to provide insights and enable strategic business decisions
Build statistical, descriptive and predictive models to support experimentation that are easily understood and replicated
What You'll Bring:
University Degree in Data Science, Computer Science, Statistics, Mathematics, Economics, Engineering, Business or other relevant field
Programming skills with SQL, Python, PySpark.
Knowledge of predictive modelling, machine learning modelling.
Experience in utilizing advanced SQL data extraction and manipulation tools such as GCP BigQuery.
Retail analytics experience with a marketing focus preferred.
Superb analytical and conceptual thinking skills; to not only manipulate but also derive meaningful interpretations from data
Ability to take initiative, multi-task and work in a fast-paced environment
Capability to liaise with all levels across the enterprise on projects and ad-hoc requests
Data Visualization skills (Qlik/Power BI/DataStudio)
How You’ll Succeed:
At Loblaw, we seek great people to continually strengthen our culture. We believe great people model our values, are authentic, build trust and make connections.
If that sounds like you, and you are open-minded, responsive to change and up to the challenges provided in a fast-paced retail environment, apply today.
In addition, we believe that compliance with laws is about doing the right thing. Upholding the law is part of our Code of Conduct – it reinforces what our customers and stakeholders expect of us.
Employment Type:
Full time
Type of Role:
Temporary (Fixed Term)
Loblaw recognizes Canada's diversity as a source of national pride and strength. We have made it a priority to reflect our nation’s evolving diversity in the products we sell, the people we hire, and the culture we create in our organization. Accommodation is available upon request for applicants with disabilities in the recruitment and assessment process and when hired.
Please Note: If you have Employee Self Service (ESS) on Workday, apply to this job via the Workday application."
IBM,IOT/ML Engineer Intern (4 Months),"Introduction
At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk.

Your Role and Responsibilities
This position resides inOttawa, Ontarioand is a4-monthwork term commencingJanuary 2022. It is mandatory that all applicants are enrolledin full-time studies at a post-secondary institution and returning to full-time studies uponcompletion of the work termThis position resides in Toronto, Ontario and is a 4 month work term commencing January 2022. It is mandatory that all applicants are enrolled in full-time studies at a post-secondary institution and returning to full-time studies upon completion of the work term.

Having the freedom to bring your ideas and past experience into practice, this role allows an IoT enthusiast to work with various gadgets and robotics equipment, combined with latest technologies like AI, AR. The key objective for this role is to realize an IoT idea into reality. This position will expose the interns to technologies like drone, visual recognition, data modelling with sensor data, voice recognition, etc. Interns in the practice also have the opportunity to be coached by experienced engineers and Ph.D engineering graduates to conduct research on advanced AI technologies such as anomaly detection, 3D reconstruction, NLP and forecasting. Some of the past students, leveraging what they have learned from this practice have become entrepreneurs and running their own startups. Within the execution of the project, interns will have opportunity to learn about various technologies in IBM cloud, AWS, and Azure. A more detailed description of the various technologies used in past projects is provided below: IBM Watson IoT platform is an industry leading cloud solution that allows you to:
Connect and manage IoT devices, networks and gateways
Integrating IoT data with structured and unstructured data from other sources
Gaining insights from information using real-time, predictive and cognitive analytics
Secure IoT data with Blockchain
Develop custom machine learning algorithms using both IBM Watson and open source Deep Learning, CNNs, and Computer Vision software
Deploy embedded computing and edge analytics to IoT systems

Required Technical and Professional Expertise
Minimum of two co-op work terms in a development role
Hands-on experience with fast prototyping using public libraries and APIs for Machine Learning or Deep Learning
Engineering, Computer Science, Mathematics, and Statistic students with strong Math and programming skills
Must be eligible to work 4 months commencing January 2022.

Preferred Technical and Professional Expertise
Experience with Python, Julia, R, C++, Scala.
Frameworks such as pytorch, tensorflow, paddlepaddle, opencv, scikit-learn.
Co-op or internship program enrollment is preferred.

Must have the ability to work in Canada without sponsorship.
About Business UnitIBM Services is a team of business, strategy and technology consultants that design, build, and run foundational systems and services that is the backbone of the world's economy. IBM Services partners with the world's leading companies in over 170 countries to build smarter businesses by reimagining and reinventing through technology, with its outcome-focused methodologies, industry-leading portfolio and world class research and operations expertise leading to results-driven innovation and enduring excellence.

Your Life @ IBMAre you craving to learn more? Prepared to solve some of the world's most unique challenges? And ready to shape the future for millions of people? If so, then it's time to join us, express your individuality, unleash your curiosity and discover new possibilities.

Every IBMer, and potential ones like yourself, has a voice, carves their own path, and uses their expertise to help co-create and add to our story. Together, we have the power to make meaningful change – to alter the fabric of our clients, of society and IBM itself, to create a truly positive impact and make the world work better for everyone.

It's time to define your career.

About IBMIBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business. At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location StatementThis role will involve working with technology that is covered by Export Regulations sanctions. If you are a Foreign National from any of the following US sanctioned countries (Cuba, Iran, North Korea, and Syria) on a work permit, you are not eligible for employment in this position.

Being You @ IBMIBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
RBC,"RBC I&TS Winter 2022 Co-op, Data Science (12 Months)","What is the opportunity?

As the Data Scientist co-op, you will assist in exploring Data Science opportunities and delivering AI/ML solutions to the Investor & Treasury Services problems. You will assist the Data Management team to utilize complex and wide array of data elements to answer business questions in a creative and pro-active manner.

The role requires you to have an active interest in Financial data and Operational flows. Successful candidate will look to take initiative when trying to solve abstract problems through creativity and structure. The candidate must demonstrate a Growth Mindset and be willingly to learn and absorb concepts “on the job”.

What will you do?

The role requires you:
To be innovative, a problem solver, and a fast learner capable of thinking outside the box in order to research, prototype and deploy ML/AI solutions to business problems with main focus on scalable services and tangible outcomes.
Produce data-driven insights to help in informed decisions and actions by telling a convincing story and effectively communicate findings to business partners and executives
Prepare and integrate large and various types of data (structured/non-structured)
Leverage visualization tools/packages to create powerful representations of results

What do you need to succeed?
Must-have:
Progress towards a degree in Computer Science, Engineering, Applied Mathematics, Statistics, Physics, or relevant fields
Familiarity with ML concepts, NLP, and text analytics methods and packages
Hands on experience in developing end-to-end ML pipelines for solving real problems
Advanced Python coding skills and hands on experience with data analysis packages such as Pandas and machine learning packages such as Scikit Learn
Proficient in Linux environment, shell scripting, and Git
Strong communication and presentation skills

Nice-to-have
Experience in developing chatbots, and working with conversational AI platforms.
Knowledge and experience of different deep neural network architectures (RNN, CNN, seq2seq/Transformers) and transfer learning
Hands on experience in deep learning development platforms such as Tensorflow, Keras, and PyTorch
Experience with big data technologies - parallel processing techniques and Apache Spark, NoSQL/SQL databases
Experience in time-series prediction and anomaly detection
Experience in working with data science platforms like Dataiku, Azure Databricks
Experience in working with cloud computing platforms like AWS and Microsoft Azure

What’s in it for you?
We thrive on the challenge to be our best, progressive thinking to keep growing, and working together to deliver trusted advice to help our clients thrive and communities prosper. We care about each other, reaching our potential, making a difference to our communities, and achieving success that is mutual. At RBC, you will have opportunities to:
Interact with leaders who support your development through coaching and managing in a thoughtful and open way
This position provides an opportunity to form enduring relationships with top-tier professionals across desks that can be valuable throughout your career – no matter what you ultimately choose to do
Make a difference and lasting impact through meaningful work
Work in a dynamic, collaborative, progressive, and high-performing team
Build exposure to institutional investors and corporate management teams
Access a variety of job opportunities across business and geographies for your future
Access ability to learn about cutting edge technology – AI/Algorithms, etc.

Join our Talent Community
Stay in-the-know about great career opportunities at RBC. Sign up and get customized info on our latest jobs, career tips and Recruitment events that matter to you.

Expand your limits and create a new future together at RBC. Find out how we use our passion and drive to enhance the well-being of our clients and communities at rbc.com/careers.

JOB SUMMARY
City: Toronto
Address: 200 Bay Street
Work Hours/Week: 37.5
Work Environment: Office
Employment Type: [[filter7]]
Career Level: Student Job
Application Deadline: 10/10/2021
Platform: RBC Investor & Treasury Services
Req ID: 416536
Ad Code(s):"
amdocs,Software Engineer - Graduate,"Job ID: 103711
Required Travel :No Travel
Managerial - No
Who are we?
If you’re a smartphone user then you are part of an ever more connected and digital world. At Amdocs, we are leading the digital revolution into the future. From virtualized telecommunications networks, Big Data and Internet of Things to mobile financial services, billing and operational support systems, we are continually evolving our business to help you become more connected. We make sure that when you watch a video on YouTube, message friends on Snapchat or send your images on Instagram, you get great service anytime, anywhere, and on any device. We are at the heart of the telecommunications industry working with giants such as AT&T, Vodafone, Telstra and Telefonica, helping them create an amazing new world for you where technology is being used in amazing new ways every single day.
In one sentence
Responsible for design, develop, modify, debug and/or maintain software systems.

This is an excellent opportunity for a new GRADUATE!

What will your job look like?
You will design, develop, modify, debug and/or maintain software code according to functional, non-functional and technical design specifications.
You will follow Amdocs software engineering standards, applicable software development methodology and release processes, to ensure code is maintainable, scalable, supportable and demo the software products to stakeholders
You will investigate issues by reviewing/debugging code, provides fixes and workarounds, and reviews changes for operability to maintain existing software solutions.
You will work within a team, collaborate and add value through participation in peer code reviews, provide comments and suggestions, work with cross functional teams to achieve goals.
You will assume technical accountability for your specific work products within an application and provide technical support during solution design for new requirements.
You will be encouraged to actively look for innovation and continuous improvement, efficiency in all assigned tasks.
All you need is...
Bachelor's degree in Science/IT/Computer Science or equivalent
Java experience (server side) on Linux/Unix/Windows
Demonstrable experience with the Spring framework components - Spring Boot, MVC, Integration, Security, etc.
Experience in Unit Testing using tools like Junit & TestNG, and mocking tools like Mockito/Power mock.
Preferred working experience in NoSQL databases.
Knowledge in message queue such as ActiveMQ, Kafka or RabbitMQ.
Knowledge with version control tools like Git and Bitbucket.
Knowledge of software best practices like Refactoring and Clean Code
Exposure to Agile/Scrum and TDD
Experience with Continuous Integration(Jenkins), Continuous Deployment, Static Code Analysis (SonarQube)
Exposure to cloud and containerization.
Why you will love this job:
You will be challenged with design and develop new software applications
You will have the opportunity to work in a growing organization, with ever growing opportunities for personal growth
You will have the opportunity to work with the industry most advanced technologies

Amdocs is an equal opportunity employer. We welcome applicants from all backgrounds and are committed to fostering a diverse and inclusive workforce"
